fuel_type,generators,facilities,named_capacity_megawatts,summer_capacity_megawatts,us_state,in_year
Hydroelectric Conventional,74,26,231,238.8,CT,2020
Coal,2,2,800,515.2,CT,2020
Nuclear,4,2,4325.8,4146.2,CT,2020
Other,4,4,3.2,3.2,CT,2020
Other Biomass,18,12,417.2,324.8,CT,2020
Pumped Storage,6,2,62,58.8,CT,2020
Wind,2,2,10,2,CT,2020
Wood and Wood Derived Fuels,2,2,86,75,CT,2020
Natural Gas,8,6,45.8,41.2,DC,2020
Other Biomass,6,2,28.2,24,DC,2020
Solar Thermal and Photovoltaic,8,8,18.6,18.6,DC,2020
Natural Gas,60,22,5674.8,5324.8,DE,2020
Solar Thermal and Photovoltaic,22,22,73.6,73.4,DE,2020
Wind,2,2,4,4,DE,2020
Coal,2,2,891,820,DE,2020
Other Biomass,24,6,24.4,24.4,DE,2020
Petroleum,12,10,243.2,228.2,DE,2020
Other Gases,8,2,280,270,DE,2020
Natural Gas,578,134,98084,89022,FL,2020
Other Biomass,164,58,1665.6,1435.4,FL,2020
Solar Thermal and Photovoltaic,174,174,7570.2,7576.6,FL,2020
Coal,34,18,14611.2,13270,FL,2020
Hydroelectric Conventional,6,2,87,87,FL,2020
Nuclear,8,4,7594.4,7332,FL,2020
Other,30,18,766.2,683.8,FL,2020
Petroleum,140,32,4317.4,3373.2,FL,2020
Wood and Wood Derived Fuels,34,14,1042,885.8,FL,2020
Natural Gas,270,68,37951.8,33277.2,GA,2020
Other Biomass,74,20,109.8,107.6,GA,2020
Wood and Wood Derived Fuels,72,36,2115,1998.8,GA,2020
Petroleum,182,50,2426.4,2059.6,GA,2020
Solar Thermal and Photovoltaic,198,192,4415.4,4391.4,GA,2020
Coal,20,6,17933.2,16832,GA,2020
Hydroelectric Conventional,196,60,3926.4,3970,GA,2020
Nuclear,8,4,8556,8122,GA,2020
Other,6,6,4.4,4.4,GA,2020
Pumped Storage,26,8,3269.2,3794.8,GA,2020
Coal,2,2,406,360,HI,2020
Petroleum,210,40,4343,3959.8,HI,2020
Other Biomass,26,8,334,307.8,HI,2020
Solar Thermal and Photovoltaic,94,50,570,567,HI,2020
Hydroelectric Conventional,30,16,67.2,64.8,HI,2020
Other,16,16,204.2,175.2,HI,2020
Geothermal,24,2,102,86,HI,2020
Wind,16,16,466.4,466.4,HI,2020
Other Biomass,42,10,41.2,41.2,IA,2020
Natural Gas,226,88,8430,7389.4,IA,2020
Petroleum,704,198,1848.4,1683.2,IA,2020
Wind,292,224,22813.8,22645,IA,2020
Coal,46,24,11509.4,10568,IA,2020
Hydroelectric Conventional,40,6,258.4,300.8,IA,2020
Other,4,4,2.8,2.8,IA,2020
Solar Thermal and Photovoltaic,18,18,36.8,36,IA,2020
Other Biomass,32,16,42,40.4,ID,2020
Wood and Wood Derived Fuels,12,6,252.4,132.2,ID,2020
Natural Gas,30,16,2495.8,2222.8,ID,2020
Hydroelectric Conventional,324,148,5380.6,5534.8,ID,2020
Petroleum,4,2,10,10.8,ID,2020
Wind,64,64,1948.8,1940.8,ID,2020
Geothermal,2,2,36,20,ID,2020
Solar Thermal and Photovoltaic,20,18,484,484,ID,2020
Coal,2,2,12.4,10,ID,2020
Other,2,2,31.8,29.6,ID,2020
Natural Gas,606,158,37649.8,31523.2,IL,2020
Other Biomass,92,30,178.6,160.4,IL,2020
Coal,72,30,21513,19304,IL,2020
Hydroelectric Conventional,58,18,79.4,68.2,IL,2020
Petroleum,360,74,1519.6,1329.2,IL,2020
Solar Thermal and Photovoltaic,104,100,240.4,239.2,IL,2020
Wind,102,92,12650.6,12601.2,IL,2020
Other,18,16,421.4,421.4,IL,2020
Nuclear,22,12,24830.2,23164.8,IL,2020
Other Gases,6,2,79.4,73,IL,2020
Coal,86,30,33920,30483.8,IN,2020
Natural Gas,210,72,18023.8,15743.2,IN,2020
Other Biomass,142,28,151,144.4,IN,2020
Petroleum,78,26,228,196.6,IN,2020
Solar Thermal and Photovoltaic,152,150,558,556.4,IN,2020
Wind,42,36,5880.8,5880.8,IN,2020
Hydroelectric Conventional,42,10,210,132.4,IN,2020
Other,14,14,265.2,252,IN,2020
Other Gases,40,14,1392.4,1238.6,IN,2020
Wind,88,80,13670.4,13637.2,KS,2020
Coal,18,10,9771.2,9043.2,KS,2020
Natural Gas,392,126,8971.4,7637.6,KS,2020
Nuclear,2,2,2535.4,2450,KS,2020
Petroleum,376,110,1279.2,1100.4,KS,2020
Solar Thermal and Photovoltaic,12,12,60,60.4,KS,2020
Hydroelectric Conventional,22,2,14,14,KS,2020
Other Biomass,18,4,18.4,18,KS,2020
Other,2,2,4,1.6,KS,2020
Coal,60,20,22404.2,18806,KY,2020
Hydroelectric Conventional,78,20,2194.6,2269.8,KY,2020
Natural Gas,112,30,16941.2,13897.2,KY,2020
Other Biomass,50,18,45.6,44.4,KY,2020
Petroleum,14,2,23,23.8,KY,2020
Solar Thermal and Photovoltaic,12,12,58.6,52.2,KY,2020
Wood and Wood Derived Fuels,6,4,186,104.6,KY,2020
Natural Gas,320,110,42338.4,36736.6,LA,2020
Coal,10,8,6340.4,5528,LA,2020
Nuclear,4,4,4471.4,4265.8,LA,2020
Other,38,22,830.6,660.4,LA,2020
Petroleum,16,10,1968.4,1711.4,LA,2020
Solar Thermal and Photovoltaic,10,10,149,149,LA,2020
Hydroelectric Conventional,16,2,384,384,LA,2020
Other Biomass,6,4,30.2,28.2,LA,2020
Other Gases,20,6,1101.8,877.8,LA,2020
Wood and Wood Derived Fuels,28,14,947.4,816,LA,2020
Natural Gas,206,86,17114.8,14349.8,MA,2020
Petroleum,158,58,5249.8,4703.8,MA,2020
Hydroelectric Conventional,152,60,541.2,532.6,MA,2020
Other Biomass,46,28,685.2,538.6,MA,2020
Solar Thermal and Photovoltaic,780,754,1973.6,1960.8,MA,2020
Wind,62,46,211.2,211.4,MA,2020
Other,64,60,141.8,142,MA,2020
Pumped Storage,12,4,3536,3536,MA,2020
Wood and Wood Derived Fuels,2,2,36,29.8,MA,2020
Coal,16,10,7876.4,7266,MD,2020
Natural Gas,110,36,13589.2,11981.4,MD,2020
Other Biomass,76,20,312.4,276.6,MD,2020
Other,8,4,34,22,MD,2020
Petroleum,104,30,2637.2,2339,MD,2020
Solar Thermal and Photovoltaic,192,190,731.4,715.4,MD,2020
Wood and Wood Derived Fuels,4,2,7.6,5.2,MD,2020
Hydroelectric Conventional,26,4,1101.6,1180,MD,2020
Nuclear,4,2,3700.8,3451.6,MD,2020
Wind,10,10,380,380,MD,2020
Wood and Wood Derived Fuels,38,26,1181,1060,ME,2020
Natural Gas,28,14,3510.4,3214.6,ME,2020
Other Biomass,14,10,98,80.8,ME,2020
Hydroelectric Conventional,446,104,1418.4,1459.6,ME,2020
Other,12,10,130.2,126.8,ME,2020
Petroleum,14,6,1766,1689.4,ME,2020
Solar Thermal and Photovoltaic,8,8,129.8,129.8,ME,2020
Wind,40,36,1994.4,1988.4,ME,2020
Coal,50,24,18392,16658.6,MI,2020
Natural Gas,378,126,23867.4,21126.6,MI,2020
Other Biomass,222,54,365.6,340,MI,2020
Other Gases,2,2,476,500,MI,2020
Petroleum,266,76,1122.6,1012,MI,2020
Solar Thermal and Photovoltaic,62,60,452.2,450,MI,2020
Hydroelectric Conventional,440,102,701.6,528.8,MI,2020
Nuclear,8,6,8628.2,8173,MI,2020
Other,2,2,2.2,2,MI,2020
Pumped Storage,12,2,3957.6,4470,MI,2020
Wind,72,56,5271.4,5268.6,MI,2020
Wood and Wood Derived Fuels,24,18,759.8,676,MI,2020
Natural Gas,200,76,12512,10924,MN,2020
Other Biomass,48,22,286.6,236.6,MN,2020
Wood and Wood Derived Fuels,14,8,500.8,412,MN,2020
Other,14,14,76.4,65.4,MN,2020
Petroleum,450,148,1832.2,1558.2,MN,2020
Wind,292,256,8641.4,8616.6,MN,2020
Coal,46,24,8975.4,8294.2,MN,2020
Hydroelectric Conventional,208,56,447.8,429,MN,2020
Nuclear,6,4,3742.4,3314,MN,2020
Solar Thermal and Photovoltaic,1088,730,2051,2037.6,MN,2020
Natural Gas,252,80,14198.4,11793.2,MO,2020
Petroleum,354,98,2572.4,2189.2,MO,2020
Solar Thermal and Photovoltaic,40,38,127.4,127.4,MO,2020
Coal,42,20,21819,20976,MO,2020
Hydroelectric Conventional,40,12,1012,1097,MO,2020
Nuclear,2,2,2471.6,2494,MO,2020
Other,4,4,4.4,4.4,MO,2020
Other Biomass,20,10,29.6,28.2,MO,2020
Pumped Storage,18,6,1200.8,1314,MO,2020
Wind,26,24,3974.6,3964.4,MO,2020
Natural Gas,184,54,25339.6,22454.6,MS,2020
Other,4,2,3.2,2.8,MS,2020
Coal,6,4,3220.6,2888,MS,2020
Nuclear,2,2,2880,2802,MS,2020
Petroleum,10,2,18,18,MS,2020
Other Biomass,2,2,3.2,3.2,MS,2020
Solar Thermal and Photovoltaic,14,14,436.2,436.2,MS,2020
Wood and Wood Derived Fuels,20,8,622,601.6,MS,2020
Petroleum,2,2,136,104,MT,2020
Coal,16,12,3729.4,3367.2,MT,2020
Hydroelectric Conventional,150,46,5297.6,5612.8,MT,2020
Natural Gas,36,12,949.2,776,MT,2020
Other Biomass,2,2,3.2,3.2,MT,2020
Wind,40,34,1763.8,1745.8,MT,2020
Other,16,4,120,80,MT,2020
Solar Thermal and Photovoltaic,12,12,34,34,MT,2020
Other Gases,2,2,3.2,3,MT,2020
Wood and Wood Derived Fuels,2,2,5.6,6,MT,2020
Other Biomass,190,46,205,195.4,NC,2020
Petroleum,220,94,1157,1004,NC,2020
Wood and Wood Derived Fuels,38,20,1160,1020.6,NC,2020
Coal,38,14,21277,19871.4,NC,2020
Hydroelectric Conventional,214,82,3780.8,4018,NC,2020
Natural Gas,202,40,27698.2,23115,NC,2020
Solar Thermal and Photovoltaic,1344,1278,10078.2,10043.6,NC,2020
Nuclear,10,6,10789.4,10299.2,NC,2020
Other,6,6,127.6,127.6,NC,2020
Pumped Storage,2,2,190,172,NC,2020
Wind,2,2,416,416,NC,2020
Petroleum,28,16,139.4,126.4,ND,2020
Wind,86,78,8070.2,8055.8,ND,2020
Coal,26,16,8275.8,7897.6,ND,2020
Hydroelectric Conventional,10,2,1166.8,1020,ND,2020
Natural Gas,44,8,1579.6,1227.8,ND,2020
Other,2,2,10.6,10.6,ND,2020
Other Biomass,4,2,19.6,19.6,ND,2020
Other Gases,6,2,15,16.8,ND,2020
Other Biomass,34,8,31.4,31,NE,2020
Coal,34,20,7965.8,7734,NE,2020
Hydroelectric Conventional,40,20,659.8,559.4,NE,2020
Natural Gas,180,62,4431.6,3918.4,NE,2020
Nuclear,2,2,1602,1540,NE,2020
Petroleum,214,82,876.4,703,NE,2020
Solar Thermal and Photovoltaic,18,16,57.6,55.4,NE,2020
Wind,76,62,5151.2,5151.6,NE,2020
Other Biomass,20,8,67,62.2,NH,2020
Petroleum,26,14,213.8,188,NH,2020
Coal,8,4,1118.4,1067.8,NH,2020
Hydroelectric Conventional,176,66,1027.6,1008,NH,2020
Natural Gas,16,8,3629,3285,NH,2020
Wood and Wood Derived Fuels,16,16,486.8,419.8,NH,2020
Nuclear,2,2,2484,2495.6,NH,2020
Solar Thermal and Photovoltaic,2,2,4.8,4.8,NH,2020
Wind,10,10,428.2,423.8,NH,2020
Coal,4,4,1054.6,926,NJ,2020
Natural Gas,304,112,25682.8,23055,NJ,2020
Other Biomass,66,24,449,394.2,NJ,2020
Petroleum,60,22,668.2,615.4,NJ,2020
Solar Thermal and Photovoltaic,624,516,1899,1899.8,NJ,2020
Other,12,12,107.6,106.6,NJ,2020
Pumped Storage,6,2,906,840,NJ,2020
Hydroelectric Conventional,14,4,29.4,24.6,NJ,2020
Nuclear,6,4,7261.4,6913.4,NJ,2020
Wind,4,4,18,15.2,NJ,2020
Other Gases,4,2,60,58,NJ,2020
Natural Gas,98,38,7526.2,6548.2,NM,2020
Other Biomass,8,4,10.8,10.8,NM,2020
Other,6,6,5.8,5,NM,2020
Wind,52,46,5115.8,5115.8,NM,2020
Coal,8,4,5120.4,4774,NM,2020
Hydroelectric Conventional,18,8,163,165.4,NM,2020
Petroleum,22,4,114.8,92,NM,2020
Solar Thermal and Photovoltaic,146,140,1473.6,1467.6,NM,2020
Geothermal,10,2,38.4,17.2,NM,2020
Natural Gas,180,32,16731,14150.4,NV,2020
Geothermal,110,50,1663.8,1140.4,NV,2020
Solar Thermal and Photovoltaic,144,88,5035.8,4985.8,NV,2020
Coal,6,4,1618,1480.8,NV,2020
Hydroelectric Conventional,34,12,2104.4,2103.4,NV,2020
Other,2,2,15,13,NV,2020
Petroleum,6,2,12,12,NV,2020
Other Biomass,8,4,30.4,19.6,NV,2020
Wind,2,2,300,300,NV,2020
Natural Gas,652,222,50974.6,45732.8,NY,2020
Other Biomass,228,60,866.4,762.6,NY,2020
Hydroelectric Conventional,816,328,9384.2,9116.6,NY,2020
Other,28,24,136.2,136.2,NY,2020
Petroleum,696,180,7725.8,6937,NY,2020
Solar Thermal and Photovoltaic,478,462,1347.4,1339.4,NY,2020
Wind,66,54,3978.4,3972.2,NY,2020
Pumped Storage,32,4,2480,2814.2,NY,2020
Coal,8,2,1254.4,1040,NY,2020
Nuclear,10,8,8820.8,8478.6,NY,2020
Wood and Wood Derived Fuels,4,4,169,156,NY,2020
Natural Gas,316,98,29626.6,25663.4,OH,2020
Other Gases,20,8,443,358.2,OH,2020
Petroleum,240,98,1443.8,1298.2,OH,2020
Wood and Wood Derived Fuels,10,4,145.6,87.2,OH,2020
Other Biomass,146,30,198,189.4,OH,2020
Solar Thermal and Photovoltaic,62,60,225.6,223,OH,2020
Wind,74,42,1705,1705,OH,2020
Coal,54,20,21243.6,20001,OH,2020
Hydroelectric Conventional,30,10,257.2,203.8,OH,2020
Other,14,12,66,66,OH,2020
Nuclear,4,4,4473.6,4268,OH,2020
Natural Gas,238,62,33787,29534.2,OK,2020
Petroleum,70,28,174,159.6,OK,2020
Coal,16,12,7146,6510,OK,2020
Hydroelectric Conventional,64,20,1648.6,1699.6,OK,2020
Pumped Storage,12,2,518.4,516,OK,2020
Solar Thermal and Photovoltaic,18,18,81,81,OK,2020
Wind,122,114,18643,18639,OK,2020
Other,2,2,20,20,OK,2020
Other Biomass,8,4,43.2,39.6,OK,2020
Wood and Wood Derived Fuels,2,2,136,115.6,OK,2020
Natural Gas,94,26,8720.8,7506.8,OR,2020
Other Biomass,84,26,118.6,114.8,OR,2020
Wood and Wood Derived Fuels,46,22,600.8,517.4,OR,2020
Geothermal,8,4,73.4,39,OR,2020
Hydroelectric Conventional,372,130,16858.8,16634,OR,2020
Other,2,2,10,10,OR,2020
Solar Thermal and Photovoltaic,184,184,1148.8,1148.2,OR,2020
Wind,102,94,7532.4,7507,OR,2020
Coal,42,32,19260.2,17186,PA,2020
Natural Gas,430,134,54589.2,50030,PA,2020
Other Biomass,226,62,863.4,739.8,PA,2020
Petroleum,218,70,3950.6,3018.4,PA,2020
Solar Thermal and Photovoltaic,76,70,301.6,297.8,PA,2020
Hydroelectric Conventional,124,34,1839,1799.2,PA,2020
Nuclear,16,8,19064.4,18186.4,PA,2020
Other,6,6,96.8,96.8,PA,2020
Pumped Storage,22,4,3082,3104,PA,2020
Wind,52,52,2926.8,2920,PA,2020
Other Gases,10,4,167,171.8,PA,2020
Wood and Wood Derived Fuels,4,4,186.2,160.4,PA,2020
Natural Gas,60,18,4004.2,3656,RI,2020
Wind,42,34,147,145.6,RI,2020
Petroleum,8,2,14.2,14.2,RI,2020
Hydroelectric Conventional,10,4,5.6,5.4,RI,2020
Other Biomass,20,6,90.6,80.2,RI,2020
Solar Thermal and Photovoltaic,90,84,357,357,RI,2020
Natural Gas,136,44,15313.8,13051.8,SC,2020
Wood and Wood Derived Fuels,30,18,1126.8,1016.8,SC,2020
Hydroelectric Conventional,206,62,2730,2625.8,SC,2020
Petroleum,80,34,1255.8,937.8,SC,2020
Coal,22,8,10163.2,9538,SC,2020
Nuclear,14,8,13750.2,13188.4,SC,2020
Other Biomass,44,20,99.4,92.2,SC,2020
Pumped Storage,32,6,5506.4,5592,SC,2020
Solar Thermal and Photovoltaic,168,166,2197.6,2194,SC,2020
Other,2,2,8,8,SC,2020
Petroleum,44,24,577.4,430.2,SD,2020
Coal,2,2,900,948,SD,2020
Hydroelectric Conventional,50,8,3296.8,3196,SD,2020
Natural Gas,34,18,2335.4,1936.6,SD,2020
Wind,46,40,4300.8,4319.2,SD,2020
Other,2,2,1.6,1.6,SD,2020
Solar Thermal and Photovoltaic,2,2,2,2,SD,2020
Wood and Wood Derived Fuels,2,2,10.8,10.8,SD,2020
Natural Gas,182,28,15383.2,12707.6,TN,2020
Solar Thermal and Photovoltaic,38,34,370.4,364.4,TN,2020
Coal,60,10,13273,11690.6,TN,2020
Hydroelectric Conventional,168,56,5008.8,5217.2,TN,2020
Nuclear,8,4,9961.6,9045.4,TN,2020
Other Biomass,22,8,29.2,28.4,TN,2020
Petroleum,48,6,95.2,86.4,TN,2020
Pumped Storage,8,2,3427.2,3232.6,TN,2020
Wind,8,4,57.6,58.2,TN,2020
Wood and Wood Derived Fuels,12,6,371.4,364,TN,2020
Natural Gas,1396,356,154920.2,137864,TX,2020
Other,68,60,915.6,894.2,TX,2020
Hydroelectric Conventional,100,50,1474.8,1412.2,TX,2020
Petroleum,62,26,230.4,213.2,TX,2020
Solar Thermal and Photovoltaic,162,158,9759,9765.4,TX,2020
Wind,398,374,60216.2,60214,TX,2020
Coal,62,30,38540,36283.2,TX,2020
Wood and Wood Derived Fuels,18,12,679.2,617.4,TX,2020
Nuclear,8,4,10277.2,9960,TX,2020
Other Biomass,84,24,166.6,154.2,TX,2020
Other Gases,14,12,607.8,515.8,TX,2020
Natural Gas,160,46,6505.4,5371.4,UT,2020
Other Biomass,22,8,27,25.6,UT,2020
Coal,18,10,9624.2,9162,UT,2020
Geothermal,10,6,167.6,141.4,UT,2020
Hydroelectric Conventional,108,58,529.2,519.2,UT,2020
Other,4,4,82.6,80.4,UT,2020
Petroleum,22,6,58.6,55.6,UT,2020
Solar Thermal and Photovoltaic,70,68,2391.4,2391.4,UT,2020
Wind,12,10,779.4,779.4,UT,2020
Coal,20,12,5973,5757.4,VA,2020
Natural Gas,200,60,31602,28984.2,VA,2020
Other,2,2,192,192,VA,2020
Other Biomass,682,46,702.8,618.6,VA,2020
Petroleum,354,72,1968,1521.8,VA,2020
Solar Thermal and Photovoltaic,92,84,2602,2470,VA,2020
Hydroelectric Conventional,150,50,1644.8,1732,VA,2020
Nuclear,8,4,7308.8,7136,VA,2020
Pumped Storage,18,4,6218.6,6482,VA,2020
Wood and Wood Derived Fuels,28,18,1143.6,991.2,VA,2020
Wood and Wood Derived Fuels,8,6,164.8,145.4,VT,2020
Hydroelectric Conventional,260,94,657.6,662.6,VT,2020
Other,12,12,21.8,21.8,VT,2020
Other Biomass,12,4,19.2,18.2,VT,2020
Petroleum,26,16,341.8,261.2,VT,2020
Solar Thermal and Photovoltaic,82,82,247.6,247.4,VT,2020
Wind,10,10,302,300.4,VT,2020
Natural Gas,88,36,8269.8,6772.8,WA,2020
Other Biomass,64,10,154,147.4,WA,2020
Petroleum,16,8,31,30.4,WA,2020
Hydroelectric Conventional,576,152,42598.2,42689.2,WA,2020
Nuclear,2,2,2400,2302,WA,2020
Other,8,6,10,10,WA,2020
Pumped Storage,12,2,628,628,WA,2020
Solar Thermal and Photovoltaic,8,8,46.8,46.8,WA,2020
Wind,52,46,6773.6,6749.8,WA,2020
Wood and Wood Derived Fuels,34,22,650.2,621.4,WA,2020
Coal,2,2,1459.8,1340,WA,2020
Natural Gas,192,90,16285,14836.6,WI,2020
Other Biomass,156,40,190.4,186.8,WI,2020
Petroleum,224,60,1527.6,1279.6,WI,2020
Solar Thermal and Photovoltaic,52,52,416.4,416.4,WI,2020
Wind,28,24,1469.6,1448.8,WI,2020
Coal,34,20,11812.4,11174.4,WI,2020
Hydroelectric Conventional,492,132,1075.8,821.2,WI,2020
Wood and Wood Derived Fuels,30,18,611.2,512.4,WI,2020
Nuclear,4,2,2572,2394.2,WI,2020
Other,2,2,16.6,17.2,WI,2020
Coal,38,20,26143.4,25136,WV,2020
Hydroelectric Conventional,74,24,741.2,681.6,WV,2020
Natural Gas,34,8,2663.8,2410.2,WV,2020
Other,6,6,99,99,WV,2020
Petroleum,2,2,37,22,WV,2020
Other Biomass,4,2,6.4,6.4,WV,2020
Wind,16,14,1485,1485,WV,2020
Coal,54,24,13740.2,12138,WY,2020
Hydroelectric Conventional,64,32,606.8,614.2,WY,2020
Natural Gas,58,22,1664.8,1208.4,WY,2020
Petroleum,8,6,11.6,11.6,WY,2020
Wind,58,48,5216.6,5009.8,WY,2020
Solar Thermal and Photovoltaic,2,2,184,184,WY,2020
Other,4,4,24.8,24.8,WY,2020
Other Gases,8,4,7.4,6.6,WY,2020
Coal,34,10,351,303.8,AK,2019
Hydroelectric Conventional,126,64,952.4,941.2,AK,2019
Other Biomass,10,2,23,14,AK,2019
Petroleum,726,200,1669.8,1478.8,AK,2019
Natural Gas,122,30,2848.8,2566.6,AK,2019
Other,10,10,94.4,94.4,AK,2019
Wind,62,14,123.2,122,AK,2019
Natural Gas,214,54,30804.2,28526.8,AL,2019
Coal,20,8,11009,10568.6,AL,2019
Hydroelectric Conventional,202,46,6636.6,6583.6,AL,2019
Nuclear,10,4,10540.8,11050.8,AL,2019
Petroleum,28,8,95.6,85.2,AL,2019
Solar Thermal and Photovoltaic,12,12,393.8,388.2,AL,2019
Other,2,2,2,2,AL,2019
Other Biomass,10,4,12.8,12.8,AL,2019
Other Gases,6,4,57.6,39.6,AL,2019
Wood and Wood Derived Fuels,36,24,1370.2,1253.4,AL,2019
Natural Gas,116,34,14458.8,12217.2,AR,2019
Other Biomass,26,8,56.2,36.2,AR,2019
Other,4,4,24,24,AR,2019
Solar Thermal and Photovoltaic,16,16,224.4,224.4,AR,2019
Coal,14,10,10974,10326.8,AR,2019
Hydroelectric Conventional,98,38,2641.8,2531.6,AR,2019
Nuclear,4,2,3690,3635.6,AR,2019
Petroleum,14,6,18.2,18,AR,2019
Pumped Storage,2,2,56,56,AR,2019
Wood and Wood Derived Fuels,20,10,593,493.2,AR,2019
Natural Gas,290,64,33870.6,27995.4,AZ,2019
Petroleum,12,8,256.6,181,AZ,2019
Solar Thermal and Photovoltaic,250,164,4316,4321.8,AZ,2019
Coal,20,8,7263,6658,AZ,2019
Hydroelectric Conventional,68,20,5436,5441.8,AZ,2019
Nuclear,6,2,8419.2,7874,AZ,2019
Other,10,10,84,84,AZ,2019
Pumped Storage,12,6,388.2,432.6,AZ,2019
Other Biomass,8,4,12,12,AZ,2019
Wind,10,10,534.6,534.6,AZ,2019
Wood and Wood Derived Fuels,4,4,60.4,49.4,AZ,2019
Natural Gas,1434,624,80388,72494.8,CA,2019
Other,112,96,736.4,717.6,CA,2019
Other Biomass,392,158,1114.6,995.4,CA,2019
Solar Thermal and Photovoltaic,1644,1190,25590.8,25327.6,CA,2019
Wood and Wood Derived Fuels,70,60,1635,1384.8,CA,2019
Hydroelectric Conventional,886,502,20148.2,20463.2,CA,2019
Petroleum,262,38,1156.2,949.2,CA,2019
Wind,272,234,12325.2,12281,CA,2019
Geothermal,174,64,5616,3672.4,CA,2019
Nuclear,4,2,4646,4480,CA,2019
Pumped Storage,64,16,7491.2,7614.2,CA,2019
Coal,6,2,125,114,CA,2019
Other Gases,30,18,540.2,442.8,CA,2019
Natural Gas,250,58,15592,12853,CO,2019
Other Biomass,22,6,42.8,32.2,CO,2019
Hydroelectric Conventional,124,92,1336.8,1368.2,CO,2019
Other,14,12,42.2,39.2,CO,2019
Solar Thermal and Photovoltaic,194,174,1215.8,1213.2,CO,2019
Wind,74,54,7516.8,7515.8,CO,2019
Coal,28,16,9583,8680,CO,2019
Petroleum,94,26,401.4,332.8,CO,2019
Pumped Storage,10,6,1017,1125,CO,2019
Wood and Wood Derived Fuels,2,2,25.2,25.2,CO,2019
Natural Gas,168,90,11588.4,10895.8,CT,2019
Petroleum,130,52,4697,4069.8,CT,2019
Solar Thermal and Photovoltaic,88,78,271.8,274.8,CT,2019
Hydroelectric Conventional,74,26,231,238.8,CT,2019
Coal,2,2,800,766.8,CT,2019
Nuclear,4,2,4325.8,4146.2,CT,2019
Other,6,6,65.8,55.2,CT,2019
Other Biomass,18,12,417.2,324.8,CT,2019
Pumped Storage,6,2,62,58.8,CT,2019
Wind,2,2,10,2,CT,2019
Wood and Wood Derived Fuels,2,2,86,75,CT,2019
Natural Gas,8,6,45.8,41.2,DC,2019
Other Biomass,6,2,28.2,24,DC,2019
Solar Thermal and Photovoltaic,4,4,13.8,13.8,DC,2019
Natural Gas,58,20,5584.6,5236,DE,2019
Solar Thermal and Photovoltaic,22,22,73.6,73.4,DE,2019
Wind,2,2,4,4,DE,2019
Coal,2,2,891,820,DE,2019
Other Biomass,24,6,24.4,24.4,DE,2019
Petroleum,14,12,333.4,317,DE,2019
Other Gases,8,2,280,270,DE,2019
Natural Gas,570,136,92893.4,84092.2,FL,2019
Other Biomass,168,60,1672,1441.8,FL,2019
Solar Thermal and Photovoltaic,130,130,4290,4285.6,FL,2019
Coal,40,20,17269.2,15564,FL,2019
Hydroelectric Conventional,6,2,87,87,FL,2019
Nuclear,8,4,7594.4,7252,FL,2019
Other,28,16,750.6,663.8,FL,2019
Petroleum,146,36,7838,6711.2,FL,2019
Wood and Wood Derived Fuels,36,16,1070,926.4,FL,2019
Natural Gas,264,66,37949.4,33311.2,GA,2019
Other Biomass,80,22,123,120.8,GA,2019
Wood and Wood Derived Fuels,72,36,2115,1998.8,GA,2019
Petroleum,180,48,2425.2,2058.4,GA,2019
Solar Thermal and Photovoltaic,136,130,3050.2,3024.8,GA,2019
Coal,20,6,17933.2,16832,GA,2019
Hydroelectric Conventional,196,60,3926.4,4062,GA,2019
Nuclear,8,4,8556,8122,GA,2019
Other,2,2,2,2,GA,2019
Pumped Storage,26,8,3269.2,3726.8,GA,2019
Coal,2,2,406,360,HI,2019
Petroleum,212,40,4363,3982.6,HI,2019
Other Biomass,26,8,334,307.8,HI,2019
Hydroelectric Conventional,30,16,67.2,64.8,HI,2019
Other,16,16,204.2,175.2,HI,2019
Solar Thermal and Photovoltaic,88,44,536.8,535.4,HI,2019
Geothermal,24,2,102,86,HI,2019
Wind,14,14,411.2,411.2,HI,2019
Other Biomass,42,10,41.2,41.2,IA,2019
Coal,54,26,11601.4,10687.6,IA,2019
Natural Gas,220,86,8330.8,7294.2,IA,2019
Petroleum,710,196,1865.4,1703.4,IA,2019
Wind,268,206,19812.6,19568,IA,2019
Hydroelectric Conventional,40,6,258.4,292.8,IA,2019
Other,2,2,2.2,2.2,IA,2019
Solar Thermal and Photovoltaic,14,14,27.6,26.8,IA,2019
Nuclear,2,2,1359,1202.8,IA,2019
Other Biomass,38,18,46.8,45.2,ID,2019
Wood and Wood Derived Fuels,12,6,252.4,132.2,ID,2019
Natural Gas,26,14,2487.8,2215.8,ID,2019
Hydroelectric Conventional,322,148,5374.2,5528.4,ID,2019
Petroleum,4,2,10,10.8,ID,2019
Wind,64,64,1948.8,1940.8,ID,2019
Geothermal,2,2,36,20,ID,2019
Solar Thermal and Photovoltaic,20,18,484,484,ID,2019
Coal,6,2,20.4,17,ID,2019
Other,2,2,31.8,29.6,ID,2019
Natural Gas,600,158,37637.2,31469.6,IL,2019
Other Biomass,100,32,204.2,176.4,IL,2019
Coal,80,30,23488.8,21231,IL,2019
Hydroelectric Conventional,58,18,79.4,68.2,IL,2019
Petroleum,366,76,1592.2,1345.8,IL,2019
Solar Thermal and Photovoltaic,22,22,88.8,87.6,IL,2019
Wind,88,78,10455.8,10462,IL,2019
Other,18,16,421.4,421.4,IL,2019
